## generated by gwcatalog
# version: dev - 2022-06-04T11:32:40Z (UTC)
# cosmology: GW wave luminosity distance for f(Q) = Q + MQ^½ with h = 0.674, Ωm = 0.315 and M = 2.0331 (best fit from arXiv:2004.07867)
# observatory: LISA (forecast)
# event type: MBHB (population No Delay)
# events: 15

# units: none, Gpc, Gpc
redshift,luminosity_distance,error
1.1553979335666853,8.972672732592908,0.2428981061259194
1.3336545449550232,10.17374099484767,0.342917685621049
1.9903757069766979,17.605267872706385,0.8761098877947627
2.0024303987872005,16.639431533599254,1.3533514652682443
2.0192294685941796,18.102972039835972,1.370405111386929
2.031976211224571,18.850490091428494,1.3834486063958533
2.0567610795016784,19.61045788231002,1.4090670520499897
2.2616181786994454,23.008673694674098,1.6339256681999688
2.8051839316857725,30.116184987882995,2.3460908183475735
4.280363996629265,42.64923271966171,5.127407721307666
4.6165064763939805,56.06024075380959,5.932472375959781
5.298003933188965,43.72098511021535,7.757784302285822
6.069747451822516,66.58194375746601,10.136678922751628
6.141019670892716,54.45611341692364,10.373102794807117
6.450794800238565,73.86431335431554,11.433625782566661

