## generated by gwcatalog
# version: dev - 2022-08-03T13:31:45Z (UTC)
# cosmology: ΛCDM (Ωm = 0.284, h = 0.7)
# observatory: LISA (forecast)
# event type: MBHB (population No Delay)
# events: 25

# units: none, Gpc, Gpc
redshift,luminosity_distance,error
0.22000172551626018,1.0905028000114287,0.011871395477047414
0.6387048065020722,3.902028684964977,0.05404058642393174
1.3545724756710307,9.758043035267766,0.3154473652394959
1.3891980107504194,9.761375415290805,0.3344732277297132
1.482471118688306,10.964390916659175,0.3886360375066378
1.5064616172777643,9.941154443367095,0.403251452969097
2.051868121419954,16.538702724908113,1.2043960182801654
2.220797380936331,17.488060622818924,1.3567863306230463
2.604047019496601,24.06845489015353,1.749698511110859
2.6072092353532432,20.80147531582652,1.7532126509552168
3.3609584387895817,26.83798038865471,2.7160716330753085
3.599734674000174,29.18036731635748,3.0722325080342165
3.713026283526065,28.47808453052776,3.249664617967684
3.7664048359338165,38.59277753477524,3.335135261962688
3.8334685381594715,31.311440989218305,3.4442120733046986
3.968003760518828,44.37345207028012,3.668693891321622
4.252039560885858,38.96613538486928,4.167299711092738
4.578480842635544,47.49697854151829,4.78133840828298
4.821308821406758,37.89084869690425,5.26629389029393
4.918587768331301,43.386494661813835,5.467282003441185
5.142079380609301,45.17831761679214,5.943523431286763
5.572518748879076,47.771496539157035,6.917397249238636
5.8863303281185715,62.71931344945385,7.6742181106803296
5.939155821045914,61.80582829919728,7.805491379106509
6.689478007256121,67.05198310700573,9.790422425872732

