## generated by gwcatalog
# version: dev - 2022-08-05T15:37:58Z (UTC)
# cosmology: GW wave luminosity distance for f(Q) = Qe^(λQ₀/Q) with Ωm = 0.353, Ωr = 0 and h = 0.68 (SNIa+CC+BAOs best-fit, see arXiv:2104.15123)
# observatory: LISA (forecast)
# event type: MBHB (population No Delay)
# events: 15

# units: none, Gpc, Gpc
redshift,luminosity_distance,error
0.9012846432887323,5.743112621910334,0.11735566199791661
1.5118810910510097,10.776744680621075,0.38679884838514345
1.5375156493455984,10.190687117038697,0.40173671420545076
1.8025249662141145,13.05153918268722,0.5727859860250076
2.294242617197856,17.033525599821466,1.3269574034376577
2.613231535884751,21.873372894353462,1.6315788840391858
3.0228705914949483,27.539232022919364,2.081192774604782
3.6027322515353197,29.06246155102651,2.8265382063535114
3.8660709170673644,31.357880410780723,3.205942820701089
3.8816556356847243,26.83315609212366,3.2291827227400876
4.669648333560668,40.091351127695816,4.51662421499856
4.993845257702375,48.43147540755362,5.109255614690067
5.485899228319339,60.46395991503495,6.077583279388405
7.010573657587652,55.60989960838171,9.597345776850862
7.776712994528003,57.64797471693717,11.660006889502515

