## generated by gwcatalog
# version: dev - 2022-08-03T13:31:50Z (UTC)
# cosmology: ΛCDM (Ωm = 0.284, h = 0.7)
# observatory: LISA (forecast)
# event type: MBHB (population No Delay)
# events: 25

# units: none, Gpc, Gpc
redshift,luminosity_distance,error
0.5322361791250776,3.0715064057574324,0.03632832216168698
1.0724922691011323,7.4602267410809056,0.18240143537464495
1.1659151252698547,8.238497941955282,0.22212361608092276
1.2817946757684406,9.11150557297767,0.27737291281690063
1.2831829872997669,9.248737286037345,0.2780748960768106
1.6001489590634712,11.595867446165794,0.46299598861828956
1.6237632211272506,11.793465278030249,0.4787229258076475
1.728892119274663,12.851776307417614,0.5519831598306357
1.759969156072398,12.932577341044773,0.5746499345013455
1.7820549186445227,13.341974902241152,0.5910377251786151
1.902688326142327,14.179919583549827,0.6846192858333906
1.9430942765666166,15.112413292133763,0.7174945457319689
2.252987172690248,18.41269231748614,1.3872661783944846
2.2840224162614056,17.86273279539324,1.4170906965764454
2.616182901276159,22.865223227287625,1.7632091749749803
2.6965456627952027,24.99942868081307,1.8543239701208192
2.797324499857195,22.451145075226272,1.9726236786275628
2.8783514714205727,24.62299435704446,2.070982650981583
2.942783753810826,22.928915605850246,2.1512536144758516
3.093563017321965,24.199103981762683,2.346180901189669
3.272333126900017,29.336299489964972,2.5900661920283348
3.5639391346987024,27.97286617321408,3.017297410602368
5.121742204579519,44.31806099790624,5.899353354660409
5.443013684177216,39.09225304594199,6.616566466647581
5.516779522593077,42.721717194623125,6.787094822145491

