## generated by gwcatalog
# version: dev - 2022-06-04T11:33:29Z (UTC)
# cosmology: GW wave luminosity distance for f(Q) = Q + MQ^½ with h = 0.674, Ωm = 0.315 and M = 2.0331 (best fit from arXiv:2004.07867)
# observatory: ET (forecast)
# event type: BNSs
# number of events: 1000

# units: none, Gpc, Gpc
redshift,luminosity_distance,error
0.1876074367566817,0.9374524094779876,0.027206523903460556
0.21224944187527167,1.1142570147614244,0.03532256968878306
0.23645509693536929,1.2479648091496158,0.04443664360891778
0.2516753971906682,1.4669305403529567,0.050761166904489466
0.28707786125634627,1.5406985354006302,0.06729264656129022
0.3287736125280184,1.9113450905551932,0.09012855401022313
0.33374524105966225,1.8741742117271214,0.09310047193387776
0.3375418235674187,1.900639892132027,0.09540623224198952
0.3496998992784378,1.978465014210549,0.10300262772871033
0.35520793862460837,1.9960871545450565,0.10655127743543913
0.35831649570074536,2.0484141714462365,0.10858369529126072
0.3751071215514598,2.121355947480149,0.1199342754790626
0.3804778971232741,1.974691352624791,0.123698558397415
0.3818520441851809,2.193410248567819,0.12467213911728531
0.38454186933467394,2.2582328449685662,0.12659024657161574
0.40374465797467646,2.297876991072852,0.14076215670430897
0.40620690739669946,2.357826575680399,0.142640391466928
0.4118951835145974,2.467852821159791,0.14703288788503918
0.41969410486811753,2.408399603369751,0.1531768380657108
0.4262564154414108,2.45908239850196,0.1584560408596468
0.4275448854232631,2.5364201908430113,0.15950436853970532
0.4288078249793111,2.6274559475845773,0.16053568666569867
0.4331228379356483,2.535572282620602,0.1640874783998414
0.4377060466802524,2.858703506471915,0.16790782392780687
0.4472294441390607,2.4654487415866,0.17600413646236598
0.4498886893223114,2.553253562390537,0.17830314234588995
0.4508086995307564,2.6355197588523076,0.1791024201679991
0.4545406766677174,2.589467743168923,0.18236523607751504
0.46077704616876086,2.666791338529406,0.18789147647949886
0.4660428457603869,3.2374176575152864,0.1926298545453491
0.4673792046271298,2.668802918788876,0.19384290647129612
0.4681071275011659,2.7442899408093506,0.19450546140026054
0.4716461354725236,2.7741229199708837,0.19774475386861168
0.473500299211937,2.9331971876441614,0.19945388349102416
0.4735611387496639,2.6483167616467416,0.1995101039954691
0.4794892778398966,2.9442198759961107,0.2050308599733876
0.48457122722465673,2.728338355043242,0.20983099766185917
0.48927237160670944,2.6024263409480715,0.2143270297700312
0.4929095164541008,3.0393232060241724,0.21784222824497168
0.4929778683681346,2.981476047694359,0.21790859578605118
0.49983764567221756,2.9175106483418354,0.22462700171049957
0.4999401174048162,2.813410405338085,0.22472823010103657
0.504612605574043,3.2703667711166835,0.2293712407730331
0.5057040340975651,2.8969950276397896,0.2304634657982911
0.5080137897737182,3.1189831740275937,0.23278451393193428
0.5095962519568444,3.479941409615339,0.23438225151104264
0.5107861327345528,3.3778152758052653,0.2355876592575082
